일자(YYYYMMDD),연령,성별,발신지(시도),발신지(시군구),업종
20200523,40,남성,서울,강북구,중식
20200501,50,남성,서울,강북구,한식
20200512,40,여성,서울,강북구,치킨
20200502,40,여성,서울,강북구,한식
20200501,30,남성,서울,강북구,한식
20200524,50,여성,서울,강북구,중식
20200529,50,여성,서울,강북구,치킨
20200529,40,여성,서울,강북구,치킨
20200509,40,여성,서울,강북구,한식
20200529,50,여성,서울,강북구,한식
20200506,60,여성,서울,강북구,한식
20200505,40,여성,서울,강북구,한식
20200516,30,남성,서울,강북구,한식
20200523,40,남성,서울,강북구,치킨
20200517,40,여성,서울,강북구,치킨
20200506,40,여성,서울,강북구,한식
20200524,40,여성,서울,강북구,치킨
20200505,50,여성,서울,강북구,치킨
20200530,30,남성,서울,강북구,치킨
20200526,40,남성,서울,강북구,한식
20200503,30,여성,서울,강북구,한식
20200501,40,여성,서울,강북구,치킨
20200517,60,남성,서울,강북구,한식
20200501,40,여성,서울,강북구,중식
20200516,40,남성,서울,강북구,치킨
20200516,40,여성,서울,강북구,한식
20200504,40,여성,서울,강북구,한식
20200523,40,남성,서울,강북구,한식
20200523,50,여성,서울,강북구,중식
20200508,20,여성,서울,강북구,한식
20200523,50,남성,서울,강북구,한식
20200530,40,여성,서울,강북구,치킨
20200515,40,여성,서울,강북구,중식
20200503,40,남성,서울,강북구,한식
20200510,40,여성,서울,강북구,중식
20200531,50,남성,서울,강북구,한식
20200504,40,여성,서울,강북구,치킨
20200519,50,여성,서울,강북구,한식
20200515,40,남성,서울,강북구,한식
20200501,50,여성,서울,강북구,한식
20200524,60,남성,서울,강북구,한식
20200510,40,여성,서울,강북구,한식
20200519,60,여성,서울,강북구,한식
20200516,50,여성,서울,강북구,한식
20200504,30,남성,서울,강북구,한식
20200520,50,남성,서울,강북구,한식
20200505,60,여성,서울,강북구,한식
20200523,50,여성,서울,강북구,치킨
20200515,40,남성,서울,강북구,중식
20200507,40,남성,서울,강북구,중식
20200524,40,남성,서울,강북구,치킨
20200514,50,여성,서울,강북구,한식
20200526,40,여성,서울,강북구,한식
20200510,50,남성,서울,강북구,중식
20200528,50,여성,서울,강북구,한식
20200524,30,여성,서울,강북구,한식
20200510,50,여성,서울,강북구,중식
20200501,40,남성,서울,강북구,한식
20200524,40,여성,서울,강북구,중식
20200506,50,남성,서울,강북구,한식
20200522,40,남성,서울,강북구,한식
20200529,30,남성,서울,강북구,한식
20200528,40,여성,서울,강북구,한식
20200509,30,여성,서울,강북구,한식
20200531,30,남성,서울,강북구,치킨
20200505,30,남성,서울,강북구,치킨
20200520,40,여성,서울,강북구,치킨
20200524,40,남성,서울,강북구,중식
20200524,40,남성,서울,강북구,한식
20200529,40,여성,서울,강북구,한식
20200518,40,여성,서울,강북구,치킨
20200504,50,남성,서울,강북구,한식
20200530,60,여성,서울,강북구,한식
