일자(YYYYMMDD),연령,성별,발신지(시도),발신지(시군구),업종
20200724,30,남성,서울,강서구,한식
20200722,40,남성,서울,강서구,한식
20200701,30,남성,서울,강서구,한식
20200719,30,여성,서울,강서구,한식
20200705,40,남성,서울,강서구,한식
20200706,40,남성,서울,강서구,한식
20200718,50,여성,서울,강서구,한식
20200723,40,남성,서울,강서구,중식
20200726,40,여성,서울,강서구,치킨
20200710,50,남성,서울,강서구,한식
20200709,40,남성,서울,강서구,한식
20200715,50,여성,서울,강서구,한식
20200710,30,여성,서울,강서구,한식
20200708,40,여성,서울,강서구,치킨
20200722,40,여성,서울,강서구,한식
20200707,40,남성,서울,강서구,한식
20200730,30,여성,서울,강서구,한식
20200727,50,남성,서울,강서구,한식
20200722,50,여성,서울,강서구,한식
20200716,30,여성,서울,강서구,치킨
20200708,30,남성,서울,강서구,한식
20200701,50,여성,서울,강서구,한식
20200725,30,여성,서울,강서구,한식
20200729,40,여성,서울,강서구,한식
20200729,30,여성,서울,강서구,한식
20200717,30,여성,서울,강서구,한식
20200709,50,남성,서울,강서구,한식
20200718,40,남성,서울,강서구,중식
20200701,50,남성,서울,강서구,한식
20200725,40,여성,서울,강서구,치킨
20200704,40,남성,서울,강서구,치킨
20200704,50,남성,서울,강서구,한식
20200725,50,남성,서울,강서구,한식
20200704,30,여성,서울,강서구,한식
20200703,40,여성,서울,강서구,한식
20200703,30,남성,서울,강서구,한식
20200706,40,여성,서울,강서구,한식
20200702,40,남성,서울,강서구,한식
20200713,30,남성,서울,강서구,한식
20200723,30,여성,서울,강서구,한식
20200726,60,여성,서울,강서구,한식
20200713,50,여성,서울,강서구,한식
20200713,50,남성,서울,강서구,한식
20200731,50,남성,서울,강서구,한식
20200719,40,여성,서울,강서구,한식
20200717,40,남성,서울,강서구,한식
20200707,50,여성,서울,강서구,한식
20200717,50,남성,서울,강서구,한식
20200723,40,남성,서울,강서구,한식
20200711,40,여성,서울,강서구,한식
20200715,50,남성,서울,강서구,한식
20200716,30,남성,서울,강서구,한식
20200724,40,여성,서울,강서구,치킨
20200712,30,여성,서울,강서구,한식
20200725,40,남성,서울,강서구,중식
20200712,40,남성,서울,강서구,한식
20200727,40,남성,서울,강서구,한식
20200711,40,여성,서울,강서구,치킨
20200708,20,여성,서울,강서구,한식
20200705,50,여성,서울,강서구,한식
20200703,40,여성,서울,강서구,치킨
20200731,40,남성,서울,강서구,한식
20200728,50,남성,서울,강서구,한식
20200720,50,남성,서울,강서구,한식
20200726,30,여성,서울,강서구,치킨
20200725,40,여성,서울,강서구,한식
20200708,40,남성,서울,강서구,한식
20200728,40,남성,서울,강서구,한식
20200724,40,남성,서울,강서구,치킨
20200716,50,여성,서울,강서구,한식
20200731,40,여성,서울,강서구,한식
20200717,40,여성,서울,강서구,한식
20200724,50,여성,서울,강서구,한식
20200721,40,여성,서울,강서구,한식
20200710,50,여성,서울,강서구,한식
20200703,40,남성,서울,강서구,치킨
20200704,40,여성,서울,강서구,치킨
20200716,20,남성,서울,강서구,한식
20200708,50,남성,서울,강서구,한식
20200716,40,남성,서울,강서구,한식
20200701,40,여성,서울,강서구,한식
20200716,40,여성,서울,강서구,한식
20200704,40,남성,서울,강서구,중식
20200725,50,여성,서울,강서구,한식
20200703,50,여성,서울,강서구,한식
20200721,30,여성,서울,강서구,한식
20200729,40,남성,서울,강서구,한식
20200712,50,남성,서울,강서구,한식
20200725,30,남성,서울,강서구,한식
20200710,40,남성,서울,강서구,한식
20200703,50,남성,서울,강서구,한식
20200719,30,남성,서울,강서구,한식
20200731,30,남성,서울,강서구,한식
20200719,40,남성,서울,강서구,한식
20200723,50,남성,서울,강서구,한식
20200726,40,남성,서울,강서구,한식
20200715,60,남성,서울,강서구,한식
20200726,40,여성,서울,강서구,한식
20200715,40,여성,서울,강서구,한식
20200711,40,남성,서울,강서구,한식
20200723,40,여성,서울,강서구,치킨
20200727,50,여성,서울,강서구,한식
20200714,30,남성,서울,강서구,한식
20200726,50,남성,서울,강서구,한식
20200724,40,남성,서울,강서구,한식
20200706,30,여성,서울,강서구,한식
20200723,30,남성,서울,강서구,한식
20200723,50,여성,서울,강서구,한식
20200717,40,여성,서울,강서구,치킨
20200707,20,여성,서울,강서구,한식
20200709,30,남성,서울,강서구,한식
20200718,40,여성,서울,강서구,치킨
20200702,50,남성,서울,강서구,한식
20200729,50,남성,서울,강서구,한식
20200730,50,남성,서울,강서구,한식
20200705,40,여성,서울,강서구,한식
20200720,40,남성,서울,강서구,한식
20200729,50,여성,서울,강서구,한식
20200705,40,여성,서울,강서구,치킨
20200701,40,남성,서울,강서구,한식
20200727,40,여성,서울,강서구,한식
20200706,50,남성,서울,강서구,한식
20200723,40,여성,서울,강서구,한식
20200730,30,남성,서울,강서구,한식
20200726,60,남성,서울,강서구,한식
20200731,50,여성,서울,강서구,한식
20200714,40,여성,서울,강서구,한식
20200704,40,여성,서울,강서구,한식
20200712,50,여성,서울,강서구,한식
20200726,30,여성,서울,강서구,한식
20200724,30,여성,서울,강서구,한식
20200726,50,여성,서울,강서구,치킨
20200708,40,여성,서울,강서구,한식
20200718,40,여성,서울,강서구,한식
20200721,40,남성,서울,강서구,한식
20200731,40,여성,서울,강서구,치킨
20200727,30,남성,서울,강서구,한식
20200711,50,남성,서울,강서구,한식
20200727,30,여성,서울,강서구,한식
20200711,30,남성,서울,강서구,한식
20200720,30,여성,서울,강서구,한식
20200701,40,여성,서울,강서구,치킨
20200707,40,여성,서울,강서구,한식
20200715,40,여성,서울,강서구,치킨
20200728,30,남성,서울,강서구,한식
20200728,50,여성,서울,강서구,한식
20200716,40,남성,서울,강서구,치킨
20200711,50,여성,서울,강서구,한식
20200722,30,여성,서울,강서구,한식
20200728,40,여성,서울,강서구,한식
20200721,50,남성,서울,강서구,한식
20200724,40,여성,서울,강서구,한식
20200729,40,여성,서울,강서구,치킨
20200714,50,여성,서울,강서구,한식
20200710,40,여성,서울,강서구,한식
20200717,50,여성,서울,강서구,한식
20200721,30,남성,서울,강서구,한식
20200715,30,여성,서울,강서구,한식
20200702,50,여성,서울,강서구,한식
20200722,40,여성,서울,강서구,치킨
20200720,30,남성,서울,강서구,한식
20200707,50,남성,서울,강서구,한식
20200703,30,여성,서울,강서구,한식
20200718,30,남성,서울,강서구,한식
20200716,50,여성,서울,강서구,치킨
20200726,50,여성,서울,강서구,한식
20200714,50,남성,서울,강서구,한식
20200722,50,남성,서울,강서구,한식
20200715,40,남성,서울,강서구,한식
20200716,30,여성,서울,강서구,한식
20200705,30,남성,서울,강서구,한식
20200730,40,남성,서울,강서구,한식
20200716,30,남성,서울,강서구,치킨
20200704,40,남성,서울,강서구,한식
20200710,30,남성,서울,강서구,한식
20200703,40,남성,서울,강서구,한식
20200702,40,여성,서울,강서구,치킨
20200726,30,남성,서울,강서구,치킨
20200706,30,남성,서울,강서구,한식
20200707,30,남성,서울,강서구,한식
20200701,30,여성,서울,강서구,한식
20200722,30,남성,서울,강서구,한식
20200706,50,여성,서울,강서구,한식
20200719,50,여성,서울,강서구,한식
20200720,50,여성,서울,강서구,한식
20200714,40,남성,서울,강서구,한식
20200711,40,남성,서울,강서구,치킨
20200730,50,여성,서울,강서구,한식
20200718,40,남성,서울,강서구,한식
20200714,30,여성,서울,강서구,한식
20200719,40,여성,서울,강서구,치킨
20200712,40,남성,서울,강서구,치킨
20200702,40,여성,서울,강서구,한식
20200726,40,남성,서울,강서구,치킨
20200707,30,여성,서울,강서구,한식
20200709,40,여성,서울,강서구,한식
20200731,40,여성,서울,강서구,분식
20200712,40,여성,서울,강서구,한식
20200713,40,남성,서울,강서구,한식
20200713,40,여성,서울,강서구,한식
20200705,50,남성,서울,강서구,한식
20200731,30,여성,서울,강서구,한식
20200719,50,남성,서울,강서구,한식
20200716,40,여성,서울,강서구,치킨
20200730,40,여성,서울,강서구,치킨
20200718,30,여성,서울,강서구,한식
20200724,50,남성,서울,강서구,한식
20200725,40,남성,서울,강서구,치킨
20200709,30,여성,서울,강서구,한식
20200702,30,남성,서울,강서구,한식
20200712,40,남성,서울,강서구,중식
20200712,30,남성,서울,강서구,한식
20200708,30,여성,서울,강서구,한식
20200710,40,남성,서울,강서구,치킨
20200716,60,남성,서울,강서구,한식
20200730,40,여성,서울,강서구,한식
20200709,50,여성,서울,강서구,한식
20200702,30,여성,서울,강서구,한식
20200704,50,여성,서울,강서구,한식
20200718,50,남성,서울,강서구,한식
20200718,40,남성,서울,강서구,치킨
20200704,30,남성,서울,강서구,한식
20200728,30,남성,서울,관악구,한식
20200707,50,여성,서울,관악구,한식
20200728,30,여성,서울,관악구,한식
20200731,40,여성,서울,관악구,중식
20200704,30,여성,서울,관악구,한식
20200713,50,남성,서울,관악구,한식
20200723,40,여성,서울,관악구,중식
20200726,50,여성,서울,관악구,한식
20200703,30,여성,서울,관악구,치킨
20200710,20,남성,서울,관악구,한식
20200705,30,여성,서울,관악구,치킨
20200725,30,남성,서울,관악구,중식
20200715,20,남성,서울,관악구,치킨
20200704,40,남성,서울,관악구,한식
20200704,40,여성,서울,관악구,치킨
20200711,50,여성,서울,관악구,한식
20200709,40,여성,서울,관악구,한식
20200716,40,남성,서울,관악구,한식
20200703,30,남성,서울,관악구,한식
20200704,30,남성,서울,관악구,한식
20200719,20,남성,서울,관악구,치킨
20200702,30,남성,서울,관악구,치킨
20200718,40,여성,서울,관악구,치킨
20200712,50,남성,서울,관악구,한식
20200723,30,여성,서울,관악구,한식
20200711,60,남성,서울,관악구,한식
20200711,40,남성,서울,관악구,중식
20200724,20,여성,서울,관악구,한식
20200726,50,여성,서울,관악구,치킨
20200712,40,남성,서울,관악구,치킨
20200731,60,여성,서울,관악구,한식
20200719,30,남성,서울,관악구,중식
20200703,50,남성,서울,관악구,한식
20200729,30,남성,서울,관악구,한식
20200725,30,남성,서울,관악구,치킨
20200720,30,남성,서울,관악구,중식
20200721,30,남성,서울,관악구,한식
20200730,20,남성,서울,관악구,한식
20200714,40,여성,서울,관악구,한식
20200726,40,여성,서울,관악구,한식
20200723,20,남성,서울,관악구,한식
20200712,30,남성,서울,관악구,한식
20200719,50,여성,서울,관악구,한식
20200725,40,남성,서울,관악구,치킨
20200717,20,여성,서울,관악구,한식
20200712,50,남성,서울,관악구,중식
20200728,20,남성,서울,관악구,한식
20200701,40,남성,서울,관악구,한식
20200703,20,남성,서울,관악구,한식
20200718,50,여성,서울,관악구,한식
20200704,40,여성,서울,관악구,한식
20200704,50,남성,서울,관악구,중식
20200702,40,여성,서울,관악구,치킨
20200711,30,남성,서울,관악구,중식
20200730,40,남성,서울,관악구,한식
20200712,40,여성,서울,관악구,중식
20200708,40,남성,서울,관악구,한식
20200731,20,남성,서울,관악구,한식
20200729,50,여성,서울,관악구,한식
20200715,40,여성,서울,관악구,치킨
20200703,20,남성,서울,관악구,치킨
20200725,30,여성,서울,관악구,한식
20200725,40,여성,서울,관악구,한식
20200730,30,남성,서울,관악구,중식
20200726,30,남성,서울,관악구,치킨
20200726,40,남성,서울,관악구,치킨
20200708,40,여성,서울,관악구,한식
20200712,20,남성,서울,관악구,치킨
20200723,30,남성,서울,관악구,치킨
20200717,30,여성,서울,관악구,치킨
20200724,50,여성,서울,관악구,한식
20200703,50,여성,서울,관악구,치킨
20200714,20,남성,서울,관악구,한식
20200710,40,남성,서울,관악구,한식
20200710,40,여성,서울,관악구,한식
20200715,20,남성,서울,관악구,한식
20200714,20,여성,서울,관악구,한식
20200705,30,남성,서울,관악구,중식
20200716,20,남성,서울,관악구,한식
20200716,40,여성,서울,관악구,치킨
20200714,50,남성,서울,관악구,한식
20200728,50,여성,서울,관악구,한식
20200715,20,여성,서울,관악구,한식
20200706,50,남성,서울,관악구,한식
20200701,50,남성,서울,관악구,한식
20200706,50,여성,서울,관악구,한식
20200718,30,남성,서울,관악구,양식
20200705,20,남성,서울,관악구,양식
20200713,50,여성,서울,관악구,한식
20200718,40,남성,서울,관악구,한식
20200730,40,여성,서울,관악구,한식
20200716,30,남성,서울,관악구,치킨
20200713,20,남성,서울,관악구,한식
20200729,40,여성,서울,관악구,중식
20200711,30,남성,서울,관악구,치킨
20200710,30,남성,서울,관악구,한식
20200705,50,남성,서울,관악구,중식
20200702,30,남성,서울,관악구,한식
20200718,30,여성,서울,관악구,한식
20200704,50,남성,서울,관악구,한식
20200711,40,여성,서울,관악구,치킨
20200702,40,여성,서울,관악구,한식
20200718,40,남성,서울,관악구,치킨
20200717,40,여성,서울,관악구,한식
20200721,20,남성,서울,관악구,한식
20200728,30,남성,서울,관악구,치킨
20200720,20,남성,서울,관악구,한식
20200724,30,남성,서울,관악구,치킨
20200705,40,남성,서울,관악구,중식
20200724,30,여성,서울,관악구,한식
20200707,20,남성,서울,관악구,한식
20200723,40,여성,서울,관악구,한식
20200705,40,여성,서울,관악구,치킨
20200705,40,남성,서울,관악구,한식
20200713,30,남성,서울,관악구,한식
20200722,50,남성,서울,관악구,한식
20200717,30,남성,서울,관악구,한식
20200728,30,남성,서울,관악구,중식
20200730,40,여성,서울,관악구,치킨
20200704,40,남성,서울,관악구,중식
20200711,50,남성,서울,관악구,한식
20200731,40,남성,서울,관악구,치킨
20200727,20,여성,서울,관악구,한식
20200707,30,여성,서울,관악구,한식
20200710,20,남성,서울,관악구,치킨
20200705,30,남성,서울,관악구,한식
20200701,30,여성,서울,관악구,한식
20200727,30,여성,서울,관악구,한식
20200715,40,여성,서울,관악구,한식
20200701,30,남성,서울,관악구,한식
20200725,60,남성,서울,관악구,한식
20200722,30,남성,서울,관악구,한식
20200726,40,남성,서울,관악구,중식
20200730,50,남성,서울,관악구,한식
20200702,20,여성,서울,관악구,한식
20200728,40,여성,서울,관악구,한식
20200719,40,남성,서울,관악구,중식
20200711,40,남성,서울,관악구,한식
20200716,20,남성,서울,관악구,치킨
20200718,50,남성,서울,관악구,한식
20200703,40,남성,서울,관악구,한식
20200719,40,남성,서울,관악구,한식
20200731,50,남성,서울,관악구,한식
20200717,40,남성,서울,관악구,한식
20200708,20,남성,서울,관악구,한식
20200723,20,남성,서울,관악구,치킨
20200731,40,여성,서울,관악구,치킨
20200725,40,여성,서울,관악구,치킨
20200711,20,남성,서울,관악구,치킨
20200716,40,여성,서울,관악구,한식
20200716,30,여성,서울,관악구,치킨
20200724,30,남성,서울,관악구,한식
20200731,30,여성,서울,관악구,한식
20200723,20,여성,서울,관악구,한식
20200703,40,여성,서울,관악구,치킨
20200705,50,여성,서울,관악구,한식
20200716,20,여성,서울,관악구,한식
20200724,40,여성,서울,관악구,치킨
20200703,40,여성,서울,관악구,한식
20200702,20,남성,서울,관악구,한식
20200724,20,남성,서울,관악구,치킨
20200719,30,여성,서울,관악구,한식
20200709,50,남성,서울,관악구,한식
20200706,40,남성,서울,관악구,한식
20200714,30,여성,서울,관악구,한식
20200719,40,여성,서울,관악구,중식
20200719,50,남성,서울,관악구,중식
20200719,40,여성,서울,관악구,한식
20200731,40,남성,서울,관악구,중식
20200723,40,남성,서울,관악구,한식
20200716,50,여성,서울,관악구,치킨
20200712,30,남성,서울,관악구,중식
20200719,50,남성,서울,관악구,한식
20200730,30,남성,서울,관악구,치킨
20200727,50,남성,서울,관악구,한식
20200715,30,남성,서울,관악구,한식
20200716,30,남성,서울,관악구,한식
20200705,40,여성,서울,관악구,중식
20200704,20,남성,서울,관악구,양식
20200701,20,남성,서울,관악구,한식
20200726,30,여성,서울,관악구,한식
20200712,40,여성,서울,관악구,한식
20200704,40,남성,서울,관악구,치킨
20200720,40,여성,서울,관악구,한식
20200719,30,남성,서울,관악구,양식
20200720,40,남성,서울,관악구,한식
20200725,20,남성,서울,관악구,치킨
20200710,40,여성,서울,관악구,중식
20200707,40,남성,서울,관악구,한식
20200726,30,여성,서울,관악구,치킨
20200715,50,남성,서울,관악구,한식
20200717,30,여성,서울,관악구,한식
20200721,20,여성,서울,관악구,한식
20200728,20,여성,서울,관악구,한식
20200710,40,여성,서울,관악구,치킨
20200724,20,남성,서울,관악구,한식
20200725,40,여성,서울,관악구,중식
20200704,40,여성,서울,관악구,중식
20200701,20,남성,서울,관악구,중식
20200729,40,남성,서울,관악구,한식
20200715,30,여성,서울,관악구,한식
20200707,40,여성,서울,관악구,치킨
20200721,50,여성,서울,관악구,한식
20200726,40,여성,서울,관악구,중식
20200710,50,여성,서울,관악구,한식
20200703,30,여성,서울,관악구,한식
20200713,40,여성,서울,관악구,한식
20200724,50,남성,서울,관악구,한식
20200731,30,남성,서울,관악구,한식
20200726,20,남성,서울,관악구,치킨
20200719,30,남성,서울,관악구,한식
20200722,20,남성,서울,관악구,한식
